,id,text,link,created_at,tweet_type,user.screen_name,user.name,user.id,user.friends,user.followers,user.verified,user.account_created_at,user.location,media.media_type,media.media_urls,geolocation
52114,897972318546407424,Can the solar eclipse cause t-rstorms? @TWCErikaNavarro &amp; @TWCAlexWilson discussed if it's possible+the science beh… https://t.co/hJQ5xMg6BV,http://twitter.com/wunderground/statuses/897972318546407424,2017-08-17 00:04:18+00:00,original_tweet,wunderground,Weather Underground,15740491,480,390729,True,2008-08-05T19:28:25.000Z,"San Francisco, CA",video,['https://video.twimg.com/ext_tw_video/897971401218564098/pu/vid/320x180/Mm2JSoERRKcffinZ.mp4'],
52124,897973490543976449,Another humid night will be expected across deep south Texas featuring mostly clear to partly cloudy skies. #rgvwx… https://t.co/mrRmkZ2hql,http://twitter.com/NWSBrownsville/statuses/897973490543976449,2017-08-17 00:08:58+00:00,original_tweet,nwsbrownsville,NWS Brownsville,590190799,1181,7973,True,2012-05-25T17:57:42.000Z,"Brownsville, Texas",photo,['http://pbs.twimg.com/media/DHY9zUzVYAAwE6W.jpg'],
54496,897973763266023425,"Join us for a convo w/ #txlege's @SenBryanHughes &amp; @GaryVanDeaver, Aug. 30 at @TxkCollege. RSVP:… https://t.co/X99GwdTR4F",http://twitter.com/TexasTribune/statuses/897973763266023425,2017-08-17 00:10:03+00:00,original_tweet,texastribune,Texas Tribune,44513878,60572,148141,True,2009-06-04T01:37:46.000Z,"Austin, Texas",photo,['http://pbs.twimg.com/media/DHY-YD9VwAIJXl5.jpg'],
54500,897974511735361537,Here is the plaque. It is false. But Tx Gov. Greg Abbott says we must keep it to remember our past.  #txlege… https://t.co/tE7IfQMqs5,http://twitter.com/davidmcswane/statuses/897974511735361537,2017-08-17 00:13:01+00:00,original_tweet,davidmcswane,J. David McSwane,16235644,639,2449,True,2008-09-11T07:02:26.000Z,"Austin, TX",photo,['http://pbs.twimg.com/media/DHY-OwHV0AEb_Cf.jpg'],
54501,897974857975058432,#Tornado  warnings continue for parts of Minnesota. A Tornado warning means a tornado is happening.  We are LIVE wi… https://t.co/NIW4Wl939w,http://twitter.com/WeatherNation/statuses/897974857975058432,2017-08-17 00:14:24+00:00,original_tweet,weathernation,WeatherNation,25531732,3851,128981,True,2009-03-20T16:42:05.000Z,,video,['https://video.twimg.com/ext_tw_video/897974577422192640/pu/vid/320x180/bcRZ2FtdqTVpSooT.mp4'],"Odessa, TX"
54504,897975033380974596,Take on the HotSeat! Learn how to issue severe weather warnings from the National Severe Storms Lab… https://t.co/yzdATq322h,http://twitter.com/NWSHouston/statuses/897975033380974596,2017-08-17 00:15:06+00:00,original_tweet,nwshouston,NWS Houston,600958397,349,24344,True,2012-06-06T13:13:19.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DHY_iFFXUAQ21t8.jpg'],
54507,897975490031517697,YOUR TAKE: What do you think of President Trump's comments on the violence in Charlottesville? VOTE HERE --&gt;… https://t.co/EmOF9bSNif,http://twitter.com/KHOU/statuses/897975490031517697,2017-08-17 00:16:55+00:00,original_tweet,khou,KHOU 11 News Houston,15791186,995,600071,True,2008-08-09T18:33:49.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DHY_8r7XcAAPnuQ.jpg'],
54508,897975495274319876,DEVELOPING: A tornado watch has been issued for parts of Minnesota until 10 p.m. central time. Keep an ear out for… https://t.co/mf0ltOdiuF,http://twitter.com/WeatherNation/statuses/897975495274319876,2017-08-17 00:16:56+00:00,original_tweet,weathernation,WeatherNation,25531732,3851,128981,True,2009-03-20T16:42:05.000Z,,photo,['http://pbs.twimg.com/media/DHY_8DwU0AA__9Q.jpg'],"Phoenix, AZ"
45913,897976391886569473,"Albert Peterson receives @HCSOTexas Civilian Lifesaving Award for saving an abandoned baby, honored along with more… https://t.co/DvO3goeCef",http://twitter.com/ElissaRivas13/statuses/897976391886569473,2017-08-17 00:20:30+00:00,original_tweet,elissarivas13,Elissa Rivas,289870616,9731,12385,False,2011-04-29T10:53:15.000Z,"Houston, TX",video,['https://video.twimg.com/ext_tw_video/897976236219056128/pu/vid/320x180/Vsx4yaM3WPmbqmOp.mp4'],
42483,897982017358397440,@HCSOTexas awards ceremony. Detention Deputy Augustine makes the best gumbo around &amp; I'm smiling cause she promised… https://t.co/ive0W7vP07,http://twitter.com/SheriffEd_HCSO/statuses/897982017358397440,2017-08-17 00:42:51+00:00,original_tweet,sheriffed_hcso,Ed Gonzalez,17756893,4859,7394,False,2008-11-30T16:30:29.000Z,"Harris County, TX",photo,['http://pbs.twimg.com/media/DHZF4ZKU0AEXqIX.jpg'],
38652,897983840634810368,Follow us on Snapchat today to see what Gov. @GregAbbott_TX thinks about the end of the special session:… https://t.co/21v05i0YGO,http://twitter.com/TexasTribune/statuses/897983840634810368,2017-08-17 00:50:05+00:00,original_tweet,texastribune,Texas Tribune,44513878,60571,148143,True,2009-06-04T01:37:46.000Z,"Austin, Texas",photo,['http://pbs.twimg.com/media/DHZHh12UwAAWW8b.jpg'],
38650,897983900416266240,"TORNADO WARNING just SW of Minneapolis, MN w/ strong rotation near Prior Lake heading toward Shakopee, Chanhassen!… https://t.co/dQNwXNGZt7",http://twitter.com/ReedTimmerAccu/statuses/897983900416266240,2017-08-17 00:50:20+00:00,original_tweet,reedtimmeraccu,Reed Timmer,22035690,23576,303345,False,2009-02-26T17:32:59.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHZHlj0U0AEid3i.jpg'],
38654,897984244626198529,"Well, rhetorically, Texas hasn't changed much since it officially joined the Confederacy. #txlege… https://t.co/ddOYys6xi0",http://twitter.com/davidmcswane/statuses/897984244626198529,2017-08-17 00:51:42+00:00,original_tweet,davidmcswane,J. David McSwane,16235644,640,2449,True,2008-09-11T07:02:26.000Z,"Austin, TX",photo,['http://pbs.twimg.com/media/DHZH19VVoAELa9H.jpg'],
38655,897984360586129408,We made #nutrition&amp; #physicalactivity fun at The Rhodes School in Humble. Hope u learned lots abt #eatinghealthy &amp;… https://t.co/TGB0q01d34,http://twitter.com/hcphtx/statuses/897984360586129408,2017-08-17 00:52:09+00:00,original_tweet,hcphtx,Harris County PH,143092332,1300,1590,False,2010-05-12T15:26:29.000Z,"Harris County, Texas",photo,"['http://pbs.twimg.com/media/DHZH-4-VwAAvlog.jpg', 'http://pbs.twimg.com/media/DHZH-4_UwAA4rLS.jpg', 'http://pbs.twimg.com/media/DHZH-4WVYAASFPe.jpg', 'http://pbs.twimg.com/media/DHZH-4UUAAA9eqA.jpg']",
107170,897989532347375616,Tonight @HCSOTexas recognizes Good Samaritan Albert Peterson. The man who recently found a newborn baby covered in… https://t.co/3apQGG5VHk,http://twitter.com/SheriffEd_HCSO/statuses/897989532347375616,2017-08-17 01:12:43+00:00,original_tweet,sheriffed_hcso,Ed Gonzalez,17756893,4860,7395,False,2008-11-30T16:30:29.000Z,"Harris County, TX",photo,['http://pbs.twimg.com/media/DHZMqSGUQAE3lv-.jpg'],
107171,897989673896648704,Three #tropical waves in the eastern Atlantic each have a chance to develop into a tropical storm in the days ahead… https://t.co/OQw64Ly4gu,http://twitter.com/weatherchannel/statuses/897989673896648704,2017-08-17 01:13:16+00:00,original_tweet,weatherchannel,The Weather Channel,20998647,6335,2899082,True,2009-02-16T16:21:12.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DHZM2UVV0AAvYIJ.jpg'],
107175,897990118312615936,Texans may be able to buy medical cannabis oil by January – two and a half years after @GregAbbott_TX legalized it… https://t.co/BbgTyBsBxR,http://twitter.com/TexasTribune/statuses/897990118312615936,2017-08-17 01:15:02+00:00,original_tweet,texastribune,Texas Tribune,44513878,60571,148144,True,2009-06-04T01:37:46.000Z,"Austin, Texas",photo,['http://pbs.twimg.com/media/DHZNQFOUMAAl-Z2.jpg'],
109246,897991397571264512,Two babies are recovering in the hospital after being treated by Border Patrol agents near the Rio Grande.… https://t.co/4eaZspVUXS,http://twitter.com/krgv/statuses/897991397571264512,2017-08-17 01:20:07+00:00,original_tweet,krgv,KRGV CHANNEL 5 NEWS,17288391,296,90743,False,2008-11-10T15:31:41.000Z,"Weslaco, Texas, US",photo,['http://pbs.twimg.com/media/DHZOanmXsAEYCag.jpg'],
91427,897998007416877056,"Husband admits to stabbing wife to death during domestic disturbance near Stafford, authorities say… https://t.co/wZzM1Dcm3W",http://twitter.com/KPRC2/statuses/897998007416877056,2017-08-17 01:46:23+00:00,original_tweet,kprc2,KPRC 2 Houston,27583598,1535,540204,True,2009-03-30T04:25:49.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DHZUZ3GXUAEMmkh.jpg'],
87495,897998920357482497,"Following a hot and dry summer, beneficial rain will fall across parts of Italy and the Balkans this autumn.… https://t.co/maKgoRhP2R",http://twitter.com/breakingweather/statuses/897998920357482497,2017-08-17 01:50:01+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,843010,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHZVQiOXYAAtN3B.jpg'],
87496,897998925696774144,".@alfranken will open #TribFest17 with a convo on his best-selling book, Al Franken: Giant of the Senate! Join him:… https://t.co/7CgsbSbUCL",http://twitter.com/TexasTribune/statuses/897998925696774144,2017-08-17 01:50:02+00:00,original_tweet,texastribune,Texas Tribune,44513878,60571,148142,True,2009-06-04T01:37:46.000Z,"Austin, Texas",photo,['http://pbs.twimg.com/media/DHZVQ00UQAEDkFH.jpg'],
40783,898002556257005568,"The only cluster was just east of @JayhawkRdrnnr &amp; me at perfect time/position for #sunset, then as others sprouted… https://t.co/eE7uJNk6sU",http://twitter.com/StuOstro/statuses/898002556257005568,2017-08-17 02:04:28+00:00,original_tweet,stuostro,Stu Ostro,148435933,1170,161269,True,2010-05-26T17:57:38.000Z,"Atlanta, GA",photo,"['http://pbs.twimg.com/media/DHZX2VdV0AEu8xX.jpg', 'http://pbs.twimg.com/media/DHZX4OxV0AAKMeW.jpg', 'http://pbs.twimg.com/media/DHZX5uzUAAEyC61.jpg']",
36820,898004185039355909,The Upper Midwest wasn't the only place to see strong storms today.  The plains also saw strong #Thunderstorms move… https://t.co/n5nhePtAjS,http://twitter.com/WeatherNation/statuses/898004185039355909,2017-08-17 02:10:56+00:00,original_tweet,weathernation,WeatherNation,25531732,3851,129006,True,2009-03-20T16:42:05.000Z,,video,['https://video.twimg.com/ext_tw_video/898003624348876800/pu/vid/320x180/Xza05uGEREd3biTi.mp4'],"Odessa, TX"
34377,898006504250408960,"ICYMI: A judge dismissed a lawsuit that @KenPaxtonTX filed to prove that the  ""sanctuary cities"" law is legal.… https://t.co/wEUsyGvyMi",http://twitter.com/TexasTribune/statuses/898006504250408960,2017-08-17 02:20:09+00:00,original_tweet,texastribune,Texas Tribune,44513878,60571,148144,True,2009-06-04T01:37:46.000Z,"Austin, Texas",photo,['http://pbs.twimg.com/media/DHZcJ23UwAElyuu.jpg'],
34384,898006717614571520,There's a small chance that Monday's total solar #eclipse may coincide with a #hurricane in the Atlantic Basin:… https://t.co/rBF3mtC446,http://twitter.com/weatherchannel/statuses/898006717614571520,2017-08-17 02:21:00+00:00,original_tweet,weatherchannel,The Weather Channel,20998647,6335,2899149,True,2009-02-16T16:21:12.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DHZcWVzUwAAxkom.jpg'],
32013,898010247364616192,"Beautiful hurricane Gert pinwheeling over the open Atlantic waters, again proving how difficult intensity forecasts… https://t.co/TJSN5jlfkk",http://twitter.com/TTrogdon/statuses/898010247364616192,2017-08-17 02:35:01+00:00,original_tweet,ttrogdon,Taylor Trogdon,525249617,1024,2787,False,2012-03-15T10:38:49.000Z,"Miami, FL",animated_gif,['https://video.twimg.com/tweet_video/DHZffOSWAAA3f-R.mp4'],
53982,898013851769294848,Thank you @HNWChurch and Crossover Church for inviting me to participate in tonight's collaborative praise and wors… https://t.co/sm04V4ITPi,http://twitter.com/SylvesterTurner/statuses/898013851769294848,2017-08-17 02:49:21+00:00,original_tweet,sylvesterturner,Sylvester Turner,115105973,1400,28960,True,2010-02-17T16:39:53.000Z,"Houston, TX",photo,"['http://pbs.twimg.com/media/DHZixQNXcAArui5.jpg', 'http://pbs.twimg.com/media/DHZixPuXcAE55YA.jpg', 'http://pbs.twimg.com/media/DHZixP2XgAA2sC9.jpg', 'http://pbs.twimg.com/media/DHZixPxXoAAxNBS.jpg']",
56254,898014153851502593,"Lt. Gov. @DanPatrick blamed cities, particularly those led by Democrats, for ""all our problems in America.""… https://t.co/fZJo6vSuRh",http://twitter.com/TexasTribune/statuses/898014153851502593,2017-08-17 02:50:33+00:00,original_tweet,texastribune,Texas Tribune,44513878,60571,148147,True,2009-06-04T01:37:46.000Z,"Austin, Texas",video,['https://video.twimg.com/ext_tw_video/898014021114224641/pu/vid/320x180/rRpaAy_EaXvpc7kV.mp4'],
93258,898017025175552000,"Line of severe storms with gust front out ahead of the rain moving through south OKC Metro, Norman OK tonight! Time… https://t.co/OU6VAHPnBq",http://twitter.com/ReedTimmerAccu/statuses/898017025175552000,2017-08-17 03:01:57+00:00,original_tweet,reedtimmeraccu,Reed Timmer,22035690,23576,303356,False,2009-02-26T17:32:59.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHZlt7_UQAAnbW0.jpg'],
93264,898018446281240577,"Updated overnight forecast: Best rain chances near &amp; north of I-20. A few storms psbl, but severe wx unlikely.… https://t.co/fFJberw5IB",http://twitter.com/NWSFortWorth/statuses/898018446281240577,2017-08-17 03:07:36+00:00,original_tweet,nwsfortworth,NWS Fort Worth,589123768,174,83407,True,2012-05-24T13:29:17.000Z,"Fort Worth, Texas",photo,['http://pbs.twimg.com/media/DHZmt6aUQAAO2is.jpg'],
98021,898024059887398913,"Astros win!  Down the Diamondbacks, 9-5!  Morton with 9 K's.  Houston batters:  16 hits including HR's by Beltran &amp;… https://t.co/6Tfcvmz8sL",http://twitter.com/BillBishopKHOU/statuses/898024059887398913,2017-08-17 03:29:55+00:00,original_tweet,billbishopkhou,The Bishop,19720364,1769,8007,True,2009-01-29T17:02:41.000Z,,photo,['http://pbs.twimg.com/media/DHZsHdsU0AIErmz.jpg'],
19591,898034157284016129,only 5 days until the #greatamericaneclipse and we've got LIVE WeatherNation team coverage coast to coast. Don't mi… https://t.co/FEJe92rEIT,http://twitter.com/WeatherNation/statuses/898034157284016129,2017-08-17 04:10:02+00:00,original_tweet,weathernation,WeatherNation,25531732,3851,129012,True,2009-03-20T16:42:05.000Z,,photo,['http://pbs.twimg.com/media/DHZ1AiXUwAAtPMC.jpg'],
24527,898038437428826112,"Despite moving out to sea, #Gert will stir rough surf from Massachusetts to Nova Scotia on Thu. Coastal advisories:… https://t.co/hcws9pj10d",http://twitter.com/breakingweather/statuses/898038437428826112,2017-08-17 04:27:02+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,843049,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHZ5MtJUAAEzHZC.jpg'],
14333,898068893943595008,"Storms moving south of Red River shortly. Wind gusts 40-50 MPH, brief hvy rainfall, and lightning main threats.… https://t.co/JHPu8hqASy",http://twitter.com/NWSFortWorth/statuses/898068893943595008,2017-08-17 06:28:04+00:00,original_tweet,nwsfortworth,NWS Fort Worth,589123768,174,83410,True,2012-05-24T13:29:17.000Z,"Fort Worth, Texas",photo,['http://pbs.twimg.com/media/DHaUu8ZXsAAVaSj.jpg'],
71220,898077264268709888,"Rolla, MO had a daily record rainfall on Wednesday of 1.34"", breaking the old record of 1.19"", set back in 1905:… https://t.co/2ER3fiqLvZ",http://twitter.com/breakingweather/statuses/898077264268709888,2017-08-17 07:01:19+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,843086,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHacgtKVYAASlc5.jpg'],
68013,898079691290050560,Great map from @PivotalWeather on cloud cover around totality.  Also wondering if blocking sun will shut off driver… https://t.co/zVi1EWpe6n,http://twitter.com/JimCantore/statuses/898079691290050560,2017-08-17 07:10:58+00:00,original_tweet,jimcantore,Jim Cantore,21388284,2140,915669,True,2009-02-20T10:43:41.000Z,Location: Up to mother nature,animated_gif,['https://video.twimg.com/tweet_video/DHaetiOUQAA8BNF.mp4'],
58112,898086643952963585,3 areas of interest moving west across tropical Atlantic MDR w/below average instability.  Saharan Air Layer still… https://t.co/xMasydCln3,http://twitter.com/JimCantore/statuses/898086643952963585,2017-08-17 07:38:36+00:00,original_tweet,jimcantore,Jim Cantore,21388284,2140,915631,True,2009-02-20T10:43:41.000Z,Location: Up to mother nature,photo,"['http://pbs.twimg.com/media/DHalCUrUQAA4nlT.jpg', 'http://pbs.twimg.com/media/DHalCUuUQAAHiX1.jpg', 'http://pbs.twimg.com/media/DHalCUxUMAEtqRU.jpg']",
79816,898087320435527680,Lead wave #91L has the best chance of developing in the short term given atmospherics. Also outlined as such per nh… https://t.co/LfqocWmkOq,http://twitter.com/JimCantore/statuses/898087320435527680,2017-08-17 07:41:17+00:00,original_tweet,jimcantore,Jim Cantore,21388284,2140,915631,True,2009-02-20T10:43:41.000Z,Location: Up to mother nature,photo,"['http://pbs.twimg.com/media/DHalpuGV0AAHdNz.jpg', 'http://pbs.twimg.com/media/DHalpuDVoAAYb3i.jpg']",
50259,898096678347173888,"Following warm weather in the Northeast, stormy conditions will infiltrate the region to close out the week:… https://t.co/b0tAtqNIdJ",http://twitter.com/breakingweather/statuses/898096678347173888,2017-08-17 08:18:28+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,843106,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,"['http://pbs.twimg.com/media/DHauKxRXkAQKFka.jpg', 'http://pbs.twimg.com/media/DHauKxGXkAAtzuN.jpg']",
29975,898106966010200069,"358 AM: Complex of rain across the north; showers &amp; storms ahead of it. Main hazards: lightning, gusty winds &amp; heav… https://t.co/mzTfb3FMHC",http://twitter.com/NWSFortWorth/statuses/898106966010200069,2017-08-17 08:59:21+00:00,original_tweet,nwsfortworth,NWS Fort Worth,589123768,174,83410,True,2012-05-24T13:29:17.000Z,"Fort Worth, Texas",animated_gif,['https://video.twimg.com/tweet_video/DHa3QfGU0AIhxTB.mp4'],
108917,898107314447810560,So. Tired. https://t.co/zBj6IpXpaK,http://twitter.com/KristinDiaz_TV/statuses/898107314447810560,2017-08-17 09:00:44+00:00,original_tweet,kristindiaz_tv,Kristin Diaz,2825322668,474,1078,False,2014-09-22T00:22:01.000Z,Texas,animated_gif,['https://video.twimg.com/tweet_video/DHa31UEUIAAM-nt.mp4'],"Corpus Christi, TX"
99881,898117809976352771,"9.42” of rain has fallen in Redwood Falls, MN in the past 24 hours. Normal August rainfall is 3.70"":… https://t.co/jOA6JBHw2B",http://twitter.com/breakingweather/statuses/898117809976352771,2017-08-17 09:42:26+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,843150,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHbBYzQWsAE7BBZ.jpg'],
99882,898117832931782656,"I would expect this in October, but mid August !? Regardless, vertically stacked low pressure w/ windy conditions a… https://t.co/9yuX12rIe4",http://twitter.com/JimCantore/statuses/898117832931782656,2017-08-17 09:42:32+00:00,original_tweet,jimcantore,Jim Cantore,21388284,2140,915635,True,2009-02-20T10:43:41.000Z,Location: Up to mother nature,animated_gif,['https://video.twimg.com/tweet_video/DHbBXG9XUAET7Yk.mp4'],
99889,898119638625665024,An 18-yr-old driver smashed through a traffic sign and crashed near railroad tracks near I-10 and Wade. He will sur… https://t.co/2zbKZ5IRC9,http://twitter.com/Fox26Houston/statuses/898119638625665024,2017-08-17 09:49:42+00:00,original_tweet,fox26houston,FOX26Houston,17094323,5364,243823,True,2008-10-31T23:36:58.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DHbCeS_UIAEb0QW.jpg'],
96967,898120789848866816,HFD contained a fire that damaged 6 cars parked between two homes on South Seas. No one injured. Arson investigatin… https://t.co/QHba8t2hjo,http://twitter.com/Fox26Houston/statuses/898120789848866816,2017-08-17 09:54:17+00:00,original_tweet,fox26houston,FOX26Houston,17094323,5364,243824,True,2008-10-31T23:36:58.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DHbDiezUQAAfrKu.jpg'],
6648,898122647850156032,455 AM Radar Update: complex of storms moving south &amp; southeast. Showers/storms ahead of complex moving north &amp; nor… https://t.co/R7EEO9BinH,http://twitter.com/NWSFortWorth/statuses/898122647850156032,2017-08-17 10:01:40+00:00,original_tweet,nwsfortworth,NWS Fort Worth,589123768,174,83409,True,2012-05-24T13:29:17.000Z,"Fort Worth, Texas",photo,['http://pbs.twimg.com/media/DHbFmkCV0AAG4Qo.jpg'],
6669,898124737636728832,An argument leads to one man being shot in the stomach on Adler in SW Houston.  Police know who the shooter is. The… https://t.co/5MTybML1lG,http://twitter.com/Fox26Houston/statuses/898124737636728832,2017-08-17 10:09:58+00:00,original_tweet,fox26houston,FOX26Houston,17094323,5364,243824,True,2008-10-31T23:36:58.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DHbHRZiXkAAqrNb.jpg'],
2556,898125478736744449,Police are not sure why a driver ran from a traffic stop on the SW Fwy. Chase ended in Ft. Bend Co when the driver… https://t.co/B1XiUTgaAw,http://twitter.com/Fox26Houston/statuses/898125478736744449,2017-08-17 10:12:55+00:00,original_tweet,fox26houston,FOX26Houston,17094323,5364,243824,True,2008-10-31T23:36:58.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DHbHwXxUMAEuG7r.jpg'],
2558,898125554024632320,Someone in the #Houston area is $2 million richer after hitting it big with #Powerball! Was it you? --&gt;… https://t.co/tRnupm46xK,http://twitter.com/KPRC2/statuses/898125554024632320,2017-08-17 10:13:13+00:00,original_tweet,kprc2,KPRC 2 Houston,27583598,1535,540381,True,2009-03-30T04:25:49.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DHbIaufXcAADE_-.jpg'],
2561,898125930371198976,Police say a bet on a basketball game led to gunfire on Jensen in SW Houston. Several shots fired. No one was hit.… https://t.co/v2qN5IBedI,http://twitter.com/Fox26Houston/statuses/898125930371198976,2017-08-17 10:14:42+00:00,original_tweet,fox26houston,FOX26Houston,17094323,5364,243823,True,2008-10-31T23:36:58.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DHbIaSBUMAEsOFz.jpg'],
11531,898128248885981184,Flash Flood Warning until 7 AM -Please allow extra time for travel this morning - you may need to turn around and s… https://t.co/vyWZz3bWGP,http://twitter.com/GraysonCounty/statuses/898128248885981184,2017-08-17 10:23:55+00:00,original_tweet,graysoncounty,Grayson County OEM,44794344,596,3229,False,2009-06-05T02:06:26.000Z,Texas,photo,['http://pbs.twimg.com/media/DHbK4QFV0AA7an2.jpg'],
18585,898137134556688385,#TRAFFIC: Westheimer at W Sam Houston Pkwy shut down after woman hit by vehicle. @KPRC2TRAFFIC has alternate routes… https://t.co/MzuxtnZig5,http://twitter.com/KPRC2/statuses/898137134556688385,2017-08-17 10:59:14+00:00,original_tweet,kprc2,KPRC 2 Houston,27583598,1535,540385,True,2009-03-30T04:25:49.000Z,"Houston, TX",video,['https://video.twimg.com/ext_tw_video/898136993112240129/pu/vid/320x180/3Ew5SLEcjLYd69cc.mp4'],
70120,898137639659986944,Traveling but want to keep up with your Advocate? Try our e-edition! You can almost smell the newsprint!… https://t.co/pQEqf3RGjB,http://twitter.com/Vicadvocate/statuses/898137639659986944,2017-08-17 11:01:14+00:00,original_tweet,vicadvocate,Victoria Advocate,15535842,861,8730,False,2008-07-22T19:33:25.000Z,"Victoria, TX USA",photo,['http://pbs.twimg.com/media/DHbTbB9WAAANj_k.jpg'],
70143,898139599050072066,Areas from France to Poland will welcome spells of dry weather to start autumn following a wet summer:… https://t.co/FrlWVrpM0T,http://twitter.com/breakingweather/statuses/898139599050072066,2017-08-17 11:09:01+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,843190,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHbVNF4WAAIQaO-.jpg'],
70141,898139744101691394,LIVE Q&amp;A: Dr. Melanie Mouzoon answers your questions about back to school immunizations https://t.co/UiFkGQnQNp… https://t.co/EwnALg4ORQ,http://twitter.com/KHOU/statuses/898139744101691394,2017-08-17 11:09:36+00:00,original_tweet,khou,KHOU 11 News Houston,15791186,995,600271,True,2008-08-09T18:33:49.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DHbVVYoW0AAVhSe.jpg'],
70145,898139821415186432,A car fire closed the SW Fwy at Bissonnet around 2:15am. Driver saw smoke and got out of the car before it became f… https://t.co/UB6flUYqvS,http://twitter.com/Fox26Houston/statuses/898139821415186432,2017-08-17 11:09:54+00:00,original_tweet,fox26houston,FOX26Houston,17094323,5364,243829,True,2008-10-31T23:36:58.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DHbVDuXXcAAHgpB.jpg'],
66000,898141675050082304,Did you know that the tallest sand dunes in North America are in.....#Colorado?! #GreatSandDunes National Park​ is… https://t.co/Tdfo4yEJ0e,http://twitter.com/WeatherNation/statuses/898141675050082304,2017-08-17 11:17:16+00:00,original_tweet,weathernation,WeatherNation,25531732,3851,129030,True,2009-03-20T16:42:05.000Z,,video,['https://video.twimg.com/ext_tw_video/898141497375064064/pu/vid/320x180/4kE0YVZPlZLbKMwv.mp4'],"Alamosa, CO"
63085,898143555314757634,"TORNADO! 9 reported tornadoes from Illinois to Minnesota Wednesday night. This one in Lafayette, MN; 📹: Jacob Thumb… https://t.co/xdvCvzhaqS",http://twitter.com/Ginger_Zee/statuses/898143555314757634,2017-08-17 11:24:44+00:00,original_tweet,ginger_zee,Ginger Zee,84194879,2067,1929735,True,2009-10-22T00:02:08.000Z,New York,video,['https://video.twimg.com/ext_tw_video/898143506325151746/pu/vid/320x180/ymIIzO9YIDcz60z0.mp4'],
61172,898145875456819201,"Hurricane #Gert kicked up surf, one man died,dozens rescued. High surf advisories for coastal Maine today! 📹:Westpo… https://t.co/tAyateN8B8",http://twitter.com/Ginger_Zee/statuses/898145875456819201,2017-08-17 11:33:58+00:00,original_tweet,ginger_zee,Ginger Zee,84194879,2067,1929741,True,2009-10-22T00:02:08.000Z,New York,video,['https://video.twimg.com/ext_tw_video/898145816023412736/pu/vid/320x180/wEqAMuA-zHgWlcvU.mp4'],
61176,898146381168246785,630 AM: complex of storms producing heavy rain in parts of North TX. Flash flooding ongoing in Grayson &amp; Denton Cou… https://t.co/Et5u0oBhqO,http://twitter.com/NWSFortWorth/statuses/898146381168246785,2017-08-17 11:35:58+00:00,original_tweet,nwsfortworth,NWS Fort Worth,589123768,174,83413,True,2012-05-24T13:29:17.000Z,"Fort Worth, Texas",photo,['http://pbs.twimg.com/media/DHbbG7IUQAAOV0W.jpg'],
83010,898147623093374977,"MICHIGAN: Midland, Bay City, Ann Arbor &amp; others in yellow shaded area, RT to give heads up;potential for tornadoes/… https://t.co/B44YmKc5uD",http://twitter.com/Ginger_Zee/statuses/898147623093374977,2017-08-17 11:40:54+00:00,original_tweet,ginger_zee,Ginger Zee,84194879,2067,1929748,True,2009-10-22T00:02:08.000Z,New York,photo,['http://pbs.twimg.com/media/DHbcf2CWsAACsnt.jpg'],
83021,898149560970817536,"Houston Forecast: @chitakhou says a heat advisory is possible again today- hot, hot, hot through the weekend… https://t.co/WbCk82mlJp",http://twitter.com/KHOUweather/statuses/898149560970817536,2017-08-17 11:48:36+00:00,original_tweet,khouweather,KHOU Weather,18736115,339,13533,True,2009-01-07T20:14:32.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DHbeQ9aUwAA--8n.jpg'],
