,id,text,link,created_at,tweet_type,user.screen_name,user.name,user.id,user.friends,user.followers,user.verified,user.account_created_at,user.location,media.media_type,media.media_urls,geolocation,id.trunc
59721,901266357597212672,"1012p: Rockport, Tex getting absolutely hammered by Harvey's western eyewall. https://t.co/0g4wdBKPjc",http://twitter.com/capitalweather/statuses/901266357597212672,2017-08-26 02:13:39+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1326,962051,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",animated_gif,['https://video.twimg.com/tweet_video/DIHw-LLW0AAzW8A.mp4'],,901266357597212
69338,901270411597533185,"#Harvey has already dumped up to 5"" of rain in spots. Just a drop though compared to what may fall next several day… https://t.co/cPkl4QOvrj",http://twitter.com/capitalweather/statuses/901270411597533185,2017-08-26 02:29:45+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1326,962072,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DIH0qYvXsAAX1Ea.jpg'],,901270411597533
115332,901296135075188736,"1210a: Eye of #Harvey over Rockport, Tex. where structures damaged. More damaging winds to come. https://t.co/K5KRFz01yU",http://twitter.com/capitalweather/statuses/901296135075188736,2017-08-26 04:11:58+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1326,962161,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",animated_gif,['https://video.twimg.com/tweet_video/DIIMDkYWsAEA-NG.mp4'],,901296135075188
48256,901311526686134274,"@FireChiefofHFD @MarioGa50826448 Alerta de Inundaciones ha sido extendida incluyendo Houston ,Polk y Trinity hasta… https://t.co/mggKQTQePF",http://twitter.com/cohoustonfire/statuses/901311526686134274,2017-08-26 05:13:08+00:00,original_tweet,cohoustonfire,Houston Fire Dept,88957094,290,18804,False,2009-11-10T16:00:10.000Z,"Houston, Texas",photo,"['http://pbs.twimg.com/media/DIIaDSdVwAEYivr.jpg', 'http://pbs.twimg.com/media/DIIaDScUMAACpsh.jpg']","Houston, TX",901311526686134
51187,901435494243938309,Video from inside the eye of #HurricaneHarvey on #NOAA WP-3D Orion #NOAA42. Credit Chris Mehta/NOAA. Updates at… https://t.co/B6QWOCsHuM,http://twitter.com/NOAA_HurrHunter/statuses/901435494243938309,2017-08-26 13:25:44+00:00,original_tweet,noaa_hurrhunter,NOAAHurricaneHunters,619247259,219,55052,True,2012-06-26T15:20:33.000Z,"Lakeland, FL",video,['https://video.twimg.com/ext_tw_video/901434465016303616/pu/vid/180x320/De746tQmS6l5N5hA.mp4'],,901435494243938
71881,901449773290582018,"1020a: Core of #Harvey just W of Victoria, Tex. Torrential rain, strong winds esp there & east. https://t.co/UDGRmJOJmH",http://twitter.com/capitalweather/statuses/901449773290582018,2017-08-26 14:22:28+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1326,962508,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",animated_gif,['https://video.twimg.com/tweet_video/DIKXycvXsAA9nQV.mp4'],,901449773290582
78995,901459080182718464,"Catastrophic damage in Rockport, Texas. Many buildings destroyed, power lines blocking roads. #HurricaneHarvey… https://t.co/9eOBfobS6g",http://twitter.com/WagsPhoto/statuses/901459080182718464,2017-08-26 14:59:27+00:00,original_tweet,wagsphoto,Nick Wagner,250455672,513,625,False,2011-02-11T03:42:57.000Z,Minnesota - Texas,video,['https://video.twimg.com/ext_tw_video/901458186552582144/pu/vid/320x180/XoKwC_Y1iDsuHbVS.mp4'],Rockport,901459080182718
22388,901470995151814656,"Scenes out of Rockport after the eye of #HurricaneHarvey ripped through the town of over 10,000 people. Catastrophi… https://t.co/uQMtir0XcA",http://twitter.com/WagsPhoto/statuses/901470995151814656,2017-08-26 15:46:48+00:00,original_tweet,wagsphoto,Nick Wagner,250455672,513,636,False,2011-02-11T03:42:57.000Z,Minnesota - Texas,photo,"['http://pbs.twimg.com/media/DIKqo2YUQAAg05Z.jpg', 'http://pbs.twimg.com/media/DIKqo2yVYAAJ5q_.jpg', 'http://pbs.twimg.com/media/DIKqrIPVwAMmpgJ.jpg', 'http://pbs.twimg.com/media/DIKqvJHUMAExgRT.jpg']","Texas, USA",901470995151814
22389,901471006187024387,"Rainfall amounts rising from #Harvey, nearing 15 inches in some areas: https://t.co/QdPiUB0PYY https://t.co/EFEU8EgYq7",http://twitter.com/capitalweather/statuses/901471006187024387,2017-08-26 15:46:51+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1326,962537,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,"['http://pbs.twimg.com/media/DIKrBO-U0AA4-nq.jpg', 'http://pbs.twimg.com/media/DIKrE7ZVoAAA3-_.jpg']",,901471006187024
26143,901472809884545024,With #HurricaneHarvey over land we are done flying. See all of the flights from #NOAA42 (P3) & #NOAA49 (G-IV) over… https://t.co/52dfjQC1fr,http://twitter.com/NOAA_HurrHunter/statuses/901472809884545024,2017-08-26 15:54:01+00:00,original_tweet,noaa_hurrhunter,NOAAHurricaneHunters,619247259,221,55234,True,2012-06-26T15:20:33.000Z,"Lakeland, FL",photo,"['http://pbs.twimg.com/media/DIKsukQXUAUva3G.jpg', 'http://pbs.twimg.com/media/DIKsukZXkAAp3FE.jpg']",,901472809884545
39861,901519752534863872,Brazos and San Bernard rivers forecast to set new records on Monday and Tuesday. This is incredible.… https://t.co/5amSzxqGVl,http://twitter.com/capitalweather/statuses/901519752534863872,2017-08-26 19:00:33+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1327,962661,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,"['http://pbs.twimg.com/media/DILXUvmXYAIX5JQ.jpg', 'http://pbs.twimg.com/media/DILXaOJW0AEsbRU.jpg']",,901519752534863
104585,901539402601680897,"All in all, around 50 river gauges across Southeast Texas are predicted to crest in major flood stage.… https://t.co/tZmRPy1QHQ",http://twitter.com/capitalweather/statuses/901539402601680897,2017-08-26 20:18:38+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1327,962702,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DILpRmMXkAAdN6S.jpg'],,901539402601680
91806,901548667152281602,BREAKING: Brays Bayou isn't flooding. For perhaps the first time in history. (Taken about 330pm at Chimney Rock and… https://t.co/MZsZoxkH4r,http://twitter.com/ndhapple/statuses/901548667152281602,2017-08-26 20:55:26+00:00,original_tweet,ndhapple,Nolan Hicks,16661097,711,3875,False,2008-10-09T02:55:10.000Z,"Austin, TX",photo,['http://pbs.twimg.com/media/DILxuxBVwAAf3SZ.jpg'],,901548667152281
56746,901592344394334209,Wind-wise things are really picking up at the moment in Montrose. You can see how fast the clouds are moving agains… https://t.co/2inklzJxSI,http://twitter.com/ndhapple/statuses/901592344394334209,2017-08-26 23:49:00+00:00,original_tweet,ndhapple,Nolan Hicks,16661097,711,3875,False,2008-10-09T02:55:10.000Z,"Austin, TX",video,['https://video.twimg.com/ext_tw_video/901592248562753536/pu/vid/240x240/KDhRWw81i67RfI3f.mp4'],,901592344394334
29311,901620268115906561,"Widespread 6-12"" of rain already in SE Texas, isolated areas of 18-20"". Still 15-25""+ yet to come. More info:… https://t.co/G8FgkqR8q4",http://twitter.com/capitalweather/statuses/901620268115906561,2017-08-27 01:39:57+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1327,962856,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,"['http://pbs.twimg.com/media/DIMyN9RXoAADaIz.jpg', 'http://pbs.twimg.com/media/DIMyQbtW0AE00N4.jpg']",,901620268115906
102212,901626841160712194,1003p: Intense feeder band from #Harvey to bring torrential rain into Houston; rough night ahead https://t.co/1aEkICiBxw,http://twitter.com/capitalweather/statuses/901626841160712194,2017-08-27 02:06:05+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1327,962884,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",animated_gif,['https://video.twimg.com/tweet_video/DIM41CNXYAECad2.mp4'],,901626841160712
106209,901628524410363904,"Here's what it looks/sounds like  as a miles-long string of thunderstorms, in one of Harvey's bands, socks and soak… https://t.co/z2ym2Xf4Ey",http://twitter.com/ndhapple/statuses/901628524410363904,2017-08-27 02:12:46+00:00,original_tweet,ndhapple,Nolan Hicks,16661097,711,3875,False,2008-10-09T02:55:10.000Z,"Austin, TX",video,['https://video.twimg.com/ext_tw_video/901628289449525248/pu/vid/320x180/f3EeWTrKokYrdgXi.mp4'],,901628524410363
90073,901639713752264704,"This is what four inches of rain in an hour can do to Brays Bayou. That's what it looked like at 3pm-ish, at the st… https://t.co/nR601pHGjh",http://twitter.com/ndhapple/statuses/901639713752264704,2017-08-27 02:57:14+00:00,original_tweet,ndhapple,Nolan Hicks,16661097,711,3877,False,2008-10-09T02:55:10.000Z,"Austin, TX",photo,"['http://pbs.twimg.com/media/DINEhZbVwAIM8Ib.jpg', 'http://pbs.twimg.com/media/DINEhZcVYAAmsv_.jpg']",,901639713752264
39809,901652287478779904,"I have no idea how Tom Abrams is doing this live shot with all this lightning, but it's compelling TV. That's Brays… https://t.co/7RquZsBKuA",http://twitter.com/ndhapple/statuses/901652287478779904,2017-08-27 03:47:11+00:00,original_tweet,ndhapple,Nolan Hicks,16661097,711,3877,False,2008-10-09T02:55:10.000Z,"Austin, TX",photo,"['http://pbs.twimg.com/media/DINP9ohVYAEpfTz.jpg', 'http://pbs.twimg.com/media/DINP9olVoAAWXYc.jpg']",,901652287478779
15557,901682076981841920,La Oficina de Coordinación de Emergencias de la Ciudad de Houston ha estado atendiendo múltiples incidentes desde l… https://t.co/wYwvUdkK2X,http://twitter.com/cohoustonfire/statuses/901682076981841920,2017-08-27 05:45:34+00:00,original_tweet,cohoustonfire,Houston Fire Dept,88957094,290,19061,False,2009-11-10T16:00:10.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DINrEH4UwAAZbJT.jpg'],,901682076981841
62382,901783557009485824,"Rain totals across Houston for the last 12hrs: Southeast (Hobby), 3rd/5th Wards, 6th Ward/Neartown, Southwest (Meye… https://t.co/PCXSGOEbUY",http://twitter.com/ndhapple/statuses/901783557009485824,2017-08-27 12:28:48+00:00,original_tweet,ndhapple,Nolan Hicks,16661097,711,3887,False,2008-10-09T02:55:10.000Z,"Austin, TX",photo,['http://pbs.twimg.com/media/DIPGp-rUMAEA0C4.jpg'],,901783557009485
21327,901805041727746048,"Major flood disaster in Houston, multiple fatalities, 2 feet of rain, rivers at record levels. The sum of all fears… https://t.co/Nm3jaXbAVI",http://twitter.com/capitalweather/statuses/901805041727746048,2017-08-27 13:54:11+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1330,963317,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DIPa26pW0AA__UC.jpg'],,901805041727746
107590,901811257354969090,1017a: It gets worse. Big area of torrential rain moving over Houston. More disastrous flooding. https://t.co/OJQJfA6Vkx,http://twitter.com/capitalweather/statuses/901811257354969090,2017-08-27 14:18:53+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1330,963336,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",animated_gif,['https://video.twimg.com/tweet_video/DIPgjlwWAAA_s74.mp4'],,901811257354969
114076,901814720281411585,Observed rainfall estimated over past 24 hours in SE Texas. National Weather Service needs to add to their color ba… https://t.co/vtd55OYM81,http://twitter.com/capitalweather/statuses/901814720281411585,2017-08-27 14:32:38+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1330,963357,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DIPjpLpW4AAJxMR.jpg'],,901814720281411
51843,901823339009859584,"NEW: ""Isolated storm totals may reach 50"" in this region."" Our updated #Houston story: https://t.co/gk24h5k7OJ (Pho… https://t.co/iiJtIV5sVZ",http://twitter.com/capitalweather/statuses/901823339009859584,2017-08-27 15:06:53+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1330,963386,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DIPrXgYXYAUqoj_.jpg'],,901823339009859
98257,901843025432907778,1223p: Relentless rain in Houston. And a tornado warning. Unimaginably bad situation. https://t.co/VlAOA0LRkw,http://twitter.com/capitalweather/statuses/901843025432907778,2017-08-27 16:25:07+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1330,963486,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",animated_gif,['https://video.twimg.com/tweet_video/DIP9cuwXcAAcohK.mp4'],,901843025432907
86803,901875224811102209,"At the George R. Brown convention center downtown, which is being transformed into a temporary shelter for folks fl… https://t.co/fCOKbz000l",http://twitter.com/ndhapple/statuses/901875224811102209,2017-08-27 18:33:04+00:00,original_tweet,ndhapple,Nolan Hicks,16661097,711,3894,False,2008-10-09T02:55:10.000Z,"Austin, TX",photo,"['http://pbs.twimg.com/media/DIQaujgV4AAvjg2.jpg', 'http://pbs.twimg.com/media/DIQaujfUQAALB_n.jpg']",,901875224811102
59802,901879909127217154,"In Port Aransas, the city is still on lockdown. Police have set up a blockade and are turning away residents.… https://t.co/QNnrukW2a3",http://twitter.com/WagsPhoto/statuses/901879909127217154,2017-08-27 18:51:41+00:00,original_tweet,wagsphoto,Nick Wagner,250455672,514,665,False,2011-02-11T03:42:57.000Z,Minnesota - Texas,photo,"['http://pbs.twimg.com/media/DIQJdHlUMAIDQf4.jpg', 'http://pbs.twimg.com/media/DIQJe9DV4AA6Bd1.jpg', 'http://pbs.twimg.com/media/DIQJhrYUQAAlBqW.jpg', 'http://pbs.twimg.com/media/DIQe3aNUIAA7LcJ.jpg']",,901879909127217
27785,901886066713616384,"Rainfall totals over SE Tex, and zoomed in on Houston, as of Sunday early afternoon. More info:… https://t.co/8h17ibXUkW",http://twitter.com/capitalweather/statuses/901886066713616384,2017-08-27 19:16:09+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,963689,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,"['http://pbs.twimg.com/media/DIQkhqLVYAABunf.png', 'http://pbs.twimg.com/media/DIQkklhUwAAAf3t.jpg']",,901886066713616
19727,901890916843184131,Several cars lined up in Corpus for Bill Miller BBQ that's being prepared out of two refrigerated trucks.… https://t.co/ctrDX6I8Tv,http://twitter.com/WagsPhoto/statuses/901890916843184131,2017-08-27 19:35:25+00:00,original_tweet,wagsphoto,Nick Wagner,250455672,514,666,False,2011-02-11T03:42:57.000Z,Minnesota - Texas,photo,['http://pbs.twimg.com/media/DIQpASFUQAA7CA1.jpg'],Bill Miller,901890916843184
12956,901892193899728898,Weather Service: Disastrous flooding from #Harvey worse than Allison in Houston in half the time.… https://t.co/Cqr2KK6EVi,http://twitter.com/capitalweather/statuses/901892193899728898,2017-08-27 19:40:30+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,963709,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DIQqJbaXgAAoigh.jpg'],,901892193899728
7652,901894868531904513,"Please use 911 for life-threatening emergencies, and 311 or the HPD non-emergency number 713-884-3131 as appropriat… https://t.co/oLjSKKZ3gg",http://twitter.com/cohoustonfire/statuses/901894868531904513,2017-08-27 19:51:07+00:00,original_tweet,cohoustonfire,Houston Fire Dept,88957094,290,19773,False,2009-11-10T16:00:10.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DIQsliEVAAIo0Qv.jpg'],,901894868531904
78771,901908280485830656,"Euro model shows another 20-30"" of rain in Houston next 5 days - on top of 15-30"" already. Unimaginable, unfair.… https://t.co/aZ0cMKLPkj",http://twitter.com/capitalweather/statuses/901908280485830656,2017-08-27 20:44:25+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,963754,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DIQ4pMFW0AA2---.jpg'],,901908280485830
5113,901921342743863297,"Up to 1000 people will be sleeping on cots like these at the George R. Brown Convention Center. At 3pm, Red Cross s… https://t.co/6uSvFQaRHP",http://twitter.com/ndhapple/statuses/901921342743863297,2017-08-27 21:36:19+00:00,original_tweet,ndhapple,Nolan Hicks,16661097,711,3896,False,2008-10-09T02:55:10.000Z,"Austin, TX",photo,"['http://pbs.twimg.com/media/DIRErMPUEAAr1iD.jpg', 'http://pbs.twimg.com/media/DIRErMQUMAE3LhQ.jpg', 'http://pbs.twimg.com/media/DIRErMSUMAA1LUU.jpg']",,901921342743863
77029,901927760700035072,"Hurricane Center now says #Harvey may drift back over Gulf, restrengthen slightly, & make 2nd landfall near Houston… https://t.co/KGdJQRB7Bu",http://twitter.com/capitalweather/statuses/901927760700035072,2017-08-27 22:01:49+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,963837,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DIRKbPmW4AMiR13.jpg'],,901927760700035
85681,901933492619153408,Live https://t.co/uDTjyycExz #Harvey rains & impact discussion + how to help TX & LA. Unimaginable catastrophe to g… https://t.co/azVSrjGLiz,http://twitter.com/capitalweather/statuses/901933492619153408,2017-08-27 22:24:36+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,963853,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",video,['https://video.twimg.com/ext_tw_video/901933433349394432/pu/vid/320x180/sR3oHWEb75msSut4.mp4'],,901933492619153
63367,901941493904101382,Remember this guy? His truck still works and he's really happy about it! National Guard pulled it out of the floode… https://t.co/JIUa57CJMX,http://twitter.com/WagsPhoto/statuses/901941493904101382,2017-08-27 22:56:24+00:00,original_tweet,wagsphoto,Nick Wagner,250455672,514,670,False,2011-02-11T03:42:57.000Z,Minnesota - Texas,video,['https://video.twimg.com/ext_tw_video/901941307957854208/pu/vid/320x180/PwTlyRhJk-S9ZoQe.mp4'],"Rockport, TX",901941493904101
24280,901946390527582209,"Lots of human stories from our reporters all over the city, but a neighborhood message board is most crushing… https://t.co/UTlruuUDfc",http://twitter.com/lydiadepillis/statuses/901946390527582209,2017-08-27 23:15:51+00:00,original_tweet,lydiadepillis,Lydia DePillis,21518962,2584,13715,True,2009-02-21T21:34:26.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DIRbcIkVoAAG_kt.jpg'],,901946390527582
110712,901974712674377728,"Lull before the storm: Here's the scene at the Harris Co. EOC, and the hardworking folks putting in 15-20 hour days… https://t.co/wziLgT0lMK",http://twitter.com/ndhapple/statuses/901974712674377728,2017-08-28 01:08:24+00:00,original_tweet,ndhapple,Nolan Hicks,16661097,711,3896,False,2008-10-09T02:55:10.000Z,"Austin, TX",photo,"['http://pbs.twimg.com/media/DIR1MOcVwAAdvbk.jpg', 'http://pbs.twimg.com/media/DIR1MOdVoAEzUYc.jpg']",,901974712674377
50265,902000846380179456,"1051p: Not good at all. Up to 3"" of rain in last hour alone west side of Houston. https://t.co/YZja6NcHcN",http://twitter.com/capitalweather/statuses/902000846380179456,2017-08-28 02:52:14+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964034,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DISM_PPXcAQWnt2.jpg'],,902000846380179
50271,902001369833500673,1053p: Some of the heaviest rain of the day coming through Houston. https://t.co/1Wr1J3WlSN,http://twitter.com/capitalweather/statuses/902001369833500673,2017-08-28 02:54:19+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964033,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",animated_gif,['https://video.twimg.com/tweet_video/DISNdgrXgAEYicx.mp4'],,902001369833500
72338,902129984357191680,"723a: Heavy rain near, east of Beaumont, Tex. Still raining in Houston but not as hard for now. https://t.co/t1BZpPxEQS",http://twitter.com/capitalweather/statuses/902129984357191680,2017-08-28 11:25:23+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964241,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",animated_gif,['https://video.twimg.com/tweet_video/DIUCb5SXgAAsOVy.mp4'],,902129984357191
94532,902186790047686656,"""Unfathomable"" rain totals - 25-35 inches estimated around Houston. Graphic via @CODMeteorology. More info:… https://t.co/dSVqGkgcvl",http://twitter.com/capitalweather/statuses/902186790047686656,2017-08-28 15:11:07+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964353,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DIU2CtIXgAEAjqM.jpg'],,902186790047686
94565,902188952655994880,"Still ANOTHER 8-17"" possible around Houston, perhaps up to 20"" in hardest it spots. Totals over 50"" poss. More:… https://t.co/eDNGhARbMC",http://twitter.com/capitalweather/statuses/902188952655994880,2017-08-28 15:19:42+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964361,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DIU3yhcWAAQ3-xf.jpg'],,902188952655994
112235,902196264384782337,1148a: The rain in Houston is just relentless. https://t.co/z1VaLd2dhh,http://twitter.com/capitalweather/statuses/902196264384782337,2017-08-28 15:48:46+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964376,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",animated_gif,['https://video.twimg.com/tweet_video/DIU-t8rVoAA3tmv.mp4'],,902196264384782
46633,902200170389045248,That reprieve from heavy rains overnight looks to be over. It's been steadily and heavily raining for the ~90 minut… https://t.co/escYtwJP0s,http://twitter.com/ndhapple/statuses/902200170389045248,2017-08-28 16:04:17+00:00,original_tweet,ndhapple,Nolan Hicks,16661097,711,3916,False,2008-10-09T02:55:10.000Z,"Austin, TX",photo,['http://pbs.twimg.com/media/DIVCRHyVAAAFdv1.jpg'],,902200170389045
33436,902210052643311616,"As rainfall totals near 40"" in SE Texas, flash flood watch expanded into New Orleans where 5-10"" poss. More info:… https://t.co/9LBi2oCEnX",http://twitter.com/capitalweather/statuses/902210052643311616,2017-08-28 16:43:33+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964403,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DIVLK0pXcAAS9e8.jpg'],,902210052643311
104023,902220298182938624,123p: No mercy. Continued moderate rain streaming over Houston. https://t.co/udU2aeDI0f,http://twitter.com/capitalweather/statuses/902220298182938624,2017-08-28 17:24:16+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964416,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",animated_gif,['https://video.twimg.com/tweet_video/DIVUk1vW4AAG7mW.mp4'],,902220298182938
108094,902222247796121601,"Latest GFS model run still showing another 12-20"" for Houston and surrounding area thru late Thurs. #Harvey https://t.co/mhfxFlVMVz",http://twitter.com/capitalweather/statuses/902222247796121601,2017-08-28 17:32:01+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964417,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DIVWRy8XcAIyuVN.jpg'],,902222247796121
67593,902249299366567936,"Visualization of observed rainfall, and track of #Harvey from @PostGraphics. Updated info on the storm:… https://t.co/zlOcKINOp4",http://twitter.com/capitalweather/statuses/902249299366567936,2017-08-28 19:19:30+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964451,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DIVtzc_XkAIULOK.jpg'],,902249299366567
83509,902258125167874050,"MAP: The entire Houston metro is affected by flooding. Here’s what’s under water, via @PostGraphics… https://t.co/OkkZOjSylV",http://twitter.com/capitalweather/statuses/902258125167874050,2017-08-28 19:54:34+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964466,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DIV2bWhWAAAiAEr.jpg'],,902258125167874
27567,902264574707150849,Fantastic animation from @PostGraphics showing the accumulation of rain in Southeast Texas over the past few days.… https://t.co/9aYDvrjGzm,http://twitter.com/capitalweather/statuses/902264574707150849,2017-08-28 20:20:12+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964481,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",animated_gif,['https://video.twimg.com/tweet_video/DIV8v9jXoAAcIVW.mp4'],,902264574707150
73645,902283768420909056,@FireChiefofHFD @FireChiefofHFD Salir para muchos no es necesario.NO MANEJEN en dirección opuesta.Es Extremadamente… https://t.co/xpzTw52FQg,http://twitter.com/cohoustonfire/statuses/902283768420909056,2017-08-28 21:36:28+00:00,original_tweet,cohoustonfire,Houston Fire Dept,88957094,290,20825,False,2009-11-10T16:00:10.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DIWOSQMV4AAvI4I.jpg'],"Houston, TX",902283768420909
4282,902293637098328064,"Another 10-20"" predicted in SE Texas, including Houston, w/ ""devastating consequences on rescue & recovery efforts.… https://t.co/jSCLXc11tt",http://twitter.com/capitalweather/statuses/902293637098328064,2017-08-28 22:15:41+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964519,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DIWW7CjWsAEEH83.jpg'],,902293637098328
16637,902304526400724994,"657p: Endless stream of rain, heavy at times, flowing into Houston. Not over by a long shot. https://t.co/wemEQ11Olk",http://twitter.com/capitalweather/statuses/902304526400724994,2017-08-28 22:58:57+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964525,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",animated_gif,['https://video.twimg.com/tweet_video/DIWhLi2XkAA07bX.mp4'],,902304526400724
68119,902306470565478401,"A couple scenes from my day here, like this family, who hadn't eaten in days before reaching a shelter.… https://t.co/ibLe99JhBy",http://twitter.com/lydiadepillis/statuses/902306470565478401,2017-08-28 23:06:41+00:00,original_tweet,lydiadepillis,Lydia DePillis,21518962,2585,13748,True,2009-02-21T21:34:26.000Z,"Houston, TX",photo,['http://pbs.twimg.com/media/DIWi8n_VwAAiUeL.jpg'],"Houston, TX",902306470565478
61107,902344265413615616,934p: Hideous and heinous plume of heavy rain parked over Houston. https://t.co/EZD6PuHHxE,http://twitter.com/capitalweather/statuses/902344265413615616,2017-08-29 01:36:52+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964620,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",animated_gif,['https://video.twimg.com/tweet_video/DIXFUq6XkAEU7JS.mp4'],,902344265413615
18254,902351885960609792,"Nearly 8"" of rain today alone at Houston Hobby. We're running out of colors to plot totals. Our latest update:… https://t.co/1s2aF24lWl",http://twitter.com/capitalweather/statuses/902351885960609792,2017-08-29 02:07:09+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964645,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",photo,['http://pbs.twimg.com/media/DIXMFW0XUAA2wDn.png'],,902351885960609
87582,902499289989042178,"751a: A cool, rainy morning in DC due to coastal storm. Grab Umbrellas and even a light jacket https://t.co/w28NA7l1bP",http://twitter.com/capitalweather/statuses/902499289989042178,2017-08-29 11:52:53+00:00,original_tweet,capitalweather,Capital Weather Gang,15309804,1331,964933,True,2008-07-03T16:18:31.000Z,"Washington, D.C.",animated_gif,['https://video.twimg.com/tweet_video/DIZSUWGXYAA_KAh.mp4'],,902499289989042
