tweet-id,tweet-id_trunc,tweet-created_at,tweet-text,tweet-type,tweet-time_harvey,tweet-rel_harvey,tweet-fore_harvey,tweet-time_irma,tweet-rel_irma,tweet-fore_irma,user-id,user-name,user-screen_name,user-location,user-verified,user-followers,user-friends,user-scope,user-scope_loc,user-scope_nat,user-agency,user-agency_ind,user-agency_org,user-affiliation,user-scope_aff,media-type,media-urls,media-url_num,media-url1,media-url2,media-url3,media-url4,image-branding_off,image-branding_unoff,image-lang_english,image-lang_spanish,image-type_arrival,image-type_cone,image-type_conv-out,image-type_evac,image-type_key-msg,image-type_meso-disc,image-type_model,image-type_other-fore,image-type_other-non-fore,image-type_prob,image-type_rain-fore,image-type_rain-out,image-type_riv-flood,image-type_spag,image-type_surge,image-type_text,image-type_threat-impact,image-type_trop-out,image-type_video,image-type_ww,image-type_ww_cone,image-type_ww_exp,image-type_ww_meso-disc,image-type_rain,image-type_conv,image-type_multi,image-type_sum,image-type,image-threat_rain-flood,image-threat_surge,image-threat_tor,image-threat_trop-gen,image-threat_tstorm,image-threat_wind,diffusion-rt_count_5m,diffusion-rt_count_10m,diffusion-rt_count_15m,diffusion-rt_count_30m,diffusion-rt_count_60m,diffusion-rt_count_120m,diffusion-rt_count_240m,diffusion-rt_count_360m,diffusion-rt_count,diffusion-rt_rate_5m,diffusion-rt_rate_10m,diffusion-rt_rate_15m,diffusion-rt_rate_30m,diffusion-rt_rate_60m,diffusion-rt_rate_120m,diffusion-rt_rate_240m,diffusion-rt_rate_360m,diffusion-qt_count_5m,diffusion-qt_count_10m,diffusion-qt_count_15m,diffusion-qt_count_30m,diffusion-qt_count_60m,diffusion-qt_count_120m,diffusion-qt_count_240m,diffusion-qt_count_360m,diffusion-qt_count,diffusion-qt_rate_5m,diffusion-qt_rate_10m,diffusion-qt_rate_15m,diffusion-qt_rate_30m,diffusion-qt_rate_60m,diffusion-qt_rate_120m,diffusion-qt_rate_240m,diffusion-qt_rate_360m,diffusion-combined_rt_qt_count_5m,diffusion-combined_rt_qt_count_10m,diffusion-combined_rt_qt_count_15m,diffusion-combined_rt_qt_count_30m,diffusion-combined_rt_qt_count_60m,diffusion-combined_rt_qt_count_120m,diffusion-combined_rt_qt_count_240m,diffusion-combined_rt_qt_count_360m,diffusion-combined_rt_qt_count,diffusion-combined_rt_qt_rate_5m,diffusion-combined_rt_qt_rate_10m,diffusion-combined_rt_qt_rate_15m,diffusion-combined_rt_qt_rate_30m,diffusion-combined_rt_qt_rate_60m,diffusion-combined_rt_qt_rate_120m,diffusion-combined_rt_qt_rate_240m,diffusion-combined_rt_qt_rate_360m,diffusion-reply_count_5m,diffusion-reply_count_10m,diffusion-reply_count_15m,diffusion-reply_count_30m,diffusion-reply_count_60m,diffusion-reply_count_120m,diffusion-reply_count_240m,diffusion-reply_count_360m,diffusion-reply_count,diffusion-reply_rate_5m,diffusion-reply_rate_10m,diffusion-reply_rate_15m,diffusion-reply_rate_30m,diffusion-reply_rate_60m,diffusion-reply_rate_120m,diffusion-reply_rate_240m,diffusion-reply_rate_360m
898194610673135618,898194610673135,2017-08-17 09:47:37-05:00,Invests 91L/92L in the Atlantic Basin both have potential to become named systems in the coming days. https://t.co/riETEDEVPO,original_tweet,1,1,1,0.0,0.0,0.0,54329062,KIII 3 News,kiii3news,"Corpus Christi, Texas",True,45044,209,Local,1.0,,Organization,,1.0,News Media,Local News Media,single_photo,http://pbs.twimg.com/media/DHcHPNvWAAAO2WQ.jpg,1,http://pbs.twimg.com/media/DHcHPNvWAAAO2WQ.jpg,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,Spaghetti Plot,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898202606475988992,898202606475988,2017-08-17 10:19:23-05:00,There's a new tropical system in the Western Atlantic.  Potential Tropical Cyclone Nine.  Here's the latest track. https://t.co/PMl5skLGci,original_tweet,1,1,1,0.0,0.0,0.0,25531732,WeatherNation,WeatherNation,,True,129043,3851,National,,1.0,Organization,,1.0,Wx Media,National Wx Media,single_photo,http://pbs.twimg.com/media/DHcOgmtU0AA_Odp.jpg,1,http://pbs.twimg.com/media/DHcOgmtU0AA_Odp.jpg,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,Cone,0.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,6.0,7.0,7.0,9.0,9.0,9.0,11,60.0,36.0,24.0,14.0,7.0,4.5,2.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,7.0,7.0,9.0,9.0,9.0,11,60.0,36.0,24.0,14.0,7.0,4.5,2.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898221086621536257,898221086621536,2017-08-17 11:32:49-05:00,"The NHC forecasts a tropical wave to become Hurricane Harvey by Monday morning, 8/21. Heads-up Caribbean! https://t.co/cg6ZOZ2dRK",original_tweet,1,1,1,0.0,0.0,0.0,18736115,KHOU Weather,KHOUweather,"Houston, Texas",True,13535,339,Local,1.0,,Organization,,1.0,Wx Media,Local Wx Media,single_photo,http://pbs.twimg.com/media/DHcfURNXkAE0MG9.jpg,1,http://pbs.twimg.com/media/DHcfURNXkAE0MG9.jpg,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,Cone,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,12.0,6.0,4.0,2.0,1.0,0.5,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,12.0,6.0,4.0,2.0,1.0,0.5,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898221093978349568,898221093978349,2017-08-17 11:32:51-05:00,"The NHC forecasts a tropical wave to become Hurricane Harvey by Monday morning, 8/21. Heads-up Caribbean! https://t.co/tcghFdd6yp",original_tweet,1,1,1,0.0,0.0,0.0,28857255,Brooks Garner,BrooksKHOU,"Houston, TX",True,10478,1428,Local,1.0,,Individual,1.0,,Wx Media,Local Wx Media,single_photo,http://pbs.twimg.com/media/DHcfUsrXYAERfxe.jpg,1,http://pbs.twimg.com/media/DHcfUsrXYAERfxe.jpg,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,Cone,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,12.0,6.0,4.0,2.0,1.0,0.5,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,12.0,6.0,4.0,2.0,1.0,0.5,0.25,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,12.0,6.0,4.0,2.0,1.0,0.5,0.25,0.16666666666666666
898221100613722114,898221100613722,2017-08-17 11:32:53-05:00,"The NHC forecasts a tropical wave to become Hurricane Harvey by Monday morning, 8/21. Heads-up Caribbean! https://t.co/YjQYEHHDpV",original_tweet,1,1,1,0.0,0.0,0.0,380959351,david paul,DavidPaulKHOU,"Houston, Texas",True,7115,435,Local,1.0,,Individual,1.0,,Wx Media,Local Wx Media,single_photo,http://pbs.twimg.com/media/DHcfVHbXYAEaUG5.jpg,1,http://pbs.twimg.com/media/DHcfVHbXYAEaUG5.jpg,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,Cone,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898288572112920577,898288572112920,2017-08-17 16:00:59-05:00,#Harvey just formed in the Atlantic. Expected to be near the Yucatan early next week. https://t.co/PBebE7dgQy,original_tweet,1,1,1,0.0,0.0,0.0,20010925,ABC13 Tim Heller,HellerWeather,"Houston, TX",True,17162,1213,Local,1.0,,Individual,1.0,,Wx Media,Local Wx Media,single_photo,http://pbs.twimg.com/media/DHdcsd-UQAA-_rQ.jpg,1,http://pbs.twimg.com/media/DHdcsd-UQAA-_rQ.jpg,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,Cone,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,6,24.0,18.0,12.0,6.0,3.0,1.5,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,6,24.0,18.0,12.0,6.0,3.0,1.5,1.0,0.6666666666666666,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,3,0.0,0.0,4.0,4.0,2.0,1.0,0.5,0.5
898289186536656896,898289186536656,2017-08-17 16:03:26-05:00,Harvey forms and it's heading toward Belize simliar to Franklin 7 days ago. No longer forecast to become a hurricane https://t.co/ffZwSWWaUQ,original_tweet,1,1,1,0.0,0.0,0.0,18736115,KHOU Weather,KHOUweather,"Houston, Texas",True,13540,339,Local,1.0,,Organization,,1.0,Wx Media,Local Wx Media,single_photo,http://pbs.twimg.com/media/DHddQPeW0AA133y.jpg,1,http://pbs.twimg.com/media/DHddQPeW0AA133y.jpg,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,Cone,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,4.0,2.0,1.0,0.5,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,4.0,2.0,1.0,0.5,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898289198964199424,898289198964199,2017-08-17 16:03:29-05:00,Harvey forms and it's heading toward Belize simliar to Franklin 7 days ago. No longer forecast to become a hurricane https://t.co/CfWmsuqBZz,original_tweet,1,1,1,0.0,0.0,0.0,28857255,Brooks Garner,BrooksKHOU,"Houston, TX",True,10480,1430,Local,1.0,,Individual,1.0,,Wx Media,Local Wx Media,single_photo,http://pbs.twimg.com/media/DHddQ6iVYAAf-AB.jpg,1,http://pbs.twimg.com/media/DHddQ6iVYAAf-AB.jpg,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,Cone,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898289207558492160,898289207558492,2017-08-17 16:03:31-05:00,Harvey forms and it's heading toward Belize simliar to Franklin 7 days ago. No longer forecast to become a hurricane https://t.co/qQLMLBs2zm,original_tweet,1,1,1,0.0,0.0,0.0,380959351,david paul,DavidPaulKHOU,"Houston, Texas",True,7115,435,Local,1.0,,Individual,1.0,,Wx Media,Local Wx Media,single_photo,http://pbs.twimg.com/media/DHddRdrXgAAldqh.jpg,1,http://pbs.twimg.com/media/DHddRdrXgAAldqh.jpg,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,Cone,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,12.0,12.0,8.0,4.0,2.0,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,12.0,12.0,8.0,4.0,2.0,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
898291603697057792,898291603697057,2017-08-17 16:13:02-05:00,We're blowing through the alphabet.  The latest tropical storm is named Harvey. #khou #HouNews https://t.co/I9TCeofh3j,original_tweet,1,1,1,0.0,0.0,0.0,19720364,The Bishop,BillBishopKHOU,,True,8008,1769,Local,1.0,,Individual,1.0,,News Media,Local News Media,single_photo,http://pbs.twimg.com/media/DHdfavGWAAAIlCw.jpg,1,http://pbs.twimg.com/media/DHdfavGWAAAIlCw.jpg,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,Cone,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,12.0,6.0,4.0,2.0,1.0,0.5,0.25,0.16666666666666666
